entries,size,statuses,profile_reversal_family,coefficient_min,coefficient_max,perron_sensitivity,perron_contribution
"[[[3,1,5,3],[1,0,2,3]],[[3,1,5,3],[2,1,3,0]],[[3,5,1,3],[0,3,1,2]],[[3,5,1,3],[3,2,0,1]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,9.22931733900124e-22,2.884161668437887e-23
"[[[3,1,3,5],[1,0,0,5]],[[3,1,3,5],[2,1,3,0]],[[5,3,1,3],[0,3,1,2]],[[5,3,1,3],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,8.968991386873195e-22,2.8028098083978734e-23
"[[[1,3,1,7],[0,3,1,2]],[[1,3,1,7],[1,0,0,5]],[[7,1,3,1],[2,1,3,0]],[[7,1,3,1],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,1,7]",0.03125,0.03125,8.96899138687207e-22,2.802809808397522e-23
"[[[1,1,5,5],[0,1,3,2]],[[1,1,5,5],[1,0,2,3]],[[5,5,1,1],[2,3,1,0]],[[5,5,1,1],[3,2,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,8.530639996192115e-22,2.665824998810036e-23
"[[[3,3,3,3],[0,1,3,2]],[[3,3,3,3],[1,0,2,3]],[[3,3,3,3],[2,3,1,0]],[[3,3,3,3],[3,2,0,1]]]",4,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,8.530639996192008e-22,2.6658249988100025e-23
"[[[3,3,1,5],[1,0,0,5]],[[3,3,1,5],[2,3,1,0]],[[5,1,3,3],[0,1,3,2]],[[5,1,3,3],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,8.290021226926053e-22,2.5906316334143915e-23
"[[[1,1,3,7],[0,1,3,2]],[[1,1,3,7],[1,0,0,5]],[[7,3,1,1],[2,3,1,0]],[[7,3,1,1],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,3,7]",0.03125,0.03125,8.2900212269258e-22,2.5906316334143124e-23
"[[[3,3,1,5],[0,3,1,2]],[[3,3,1,5],[3,0,0,3]],[[5,1,3,3],[2,1,3,0]],[[5,1,3,3],[3,0,0,3]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,7.779807986238233e-22,2.4311899956994478e-23
"[[[3,1,3,5],[0,1,3,2]],[[3,1,3,5],[3,0,0,3]],[[5,3,1,3],[2,3,1,0]],[[5,3,1,3],[3,0,0,3]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,7.1908613316007735e-22,2.2471441661252417e-23
"[[[1,1,5,5],[0,1,1,4]],[[1,1,5,5],[1,0,4,1]],[[5,5,1,1],[1,4,0,1]],[[5,5,1,1],[4,1,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,7.158056434668336e-22,2.236892635833855e-23
"[[[1,5,1,5],[0,1,1,4]],[[1,5,1,5],[1,4,0,1]],[[5,1,5,1],[1,0,4,1]],[[5,1,5,1],[4,1,1,0]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,7.15805643466788e-22,2.2368926358337124e-23
"[[[1,5,3,3],[0,3,3,0]],[[1,5,3,3],[1,2,0,3]],[[3,3,5,1],[0,3,3,0]],[[3,3,5,1],[3,0,2,1]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,5.889619029934084e-22,1.8405059468544012e-23
"[[[1,7,1,3],[0,3,1,2]],[[1,7,1,3],[1,4,0,1]],[[3,1,7,1],[1,0,4,1]],[[3,1,7,1],[2,1,3,0]]]",4,provisional_common_1_over_q_target,"[1,7,1,3]",0.03125,0.03125,5.422475689871094e-22,1.694523653084717e-23
"[[[1,3,5,3],[0,3,1,2]],[[1,3,5,3],[1,0,4,1]],[[3,5,3,1],[1,4,0,1]],[[3,5,3,1],[2,1,3,0]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,5.422475689870563e-22,1.694523653084551e-23
"[[[1,3,5,3],[0,3,3,0]],[[1,3,5,3],[1,0,2,3]],[[3,5,3,1],[0,3,3,0]],[[3,5,3,1],[3,2,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,5.1029721790508585e-22,1.5946788059533933e-23
"[[[1,3,7,1],[0,1,5,0]],[[1,3,7,1],[1,2,2,1]],[[1,7,3,1],[0,5,1,0]],[[1,7,3,1],[1,2,2,1]]]",4,provisional_common_1_over_q_target,"[1,3,7,1]",0.03125,0.03125,5.059925636332113e-22,1.5812267613537854e-23
"[[[1,5,3,3],[0,1,3,2]],[[1,5,3,3],[1,4,0,1]],[[3,3,5,1],[1,0,4,1]],[[3,3,5,1],[2,3,1,0]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,5.011983692761001e-22,1.566244903987813e-23
"[[[1,1,7,3],[0,1,3,2]],[[1,1,7,3],[1,0,4,1]],[[3,7,1,1],[1,4,0,1]],[[3,7,1,1],[2,3,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,7,3]",0.03125,0.03125,5.011983692760881e-22,1.5662449039877753e-23
"[[[1,3,3,5],[0,3,3,0]],[[1,3,3,5],[1,0,0,5]],[[5,3,3,1],[0,3,3,0]],[[5,3,3,1],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,4.959035629639484e-22,1.5496986342623388e-23
"[[[1,3,5,3],[0,1,5,0]],[[1,3,5,3],[1,2,0,3]],[[3,5,3,1],[0,5,1,0]],[[3,5,3,1],[3,0,2,1]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,4.1335538344615255e-22,1.2917355732692267e-23
"[[[1,7,1,3],[0,5,1,0]],[[1,7,1,3],[1,2,0,3]],[[3,1,7,1],[0,1,5,0]],[[3,1,7,1],[3,0,2,1]]]",4,provisional_common_1_over_q_target,"[1,7,1,3]",0.03125,0.03125,4.1335538344614686e-22,1.291735573269209e-23
"[[[1,5,5,1],[0,3,3,0]],[[1,5,5,1],[1,2,2,1]]]",2,provisional_common_1_over_q_target,"[1,5,5,1]",0.03125,0.03125,3.6047715248488236e-22,1.1264911015152574e-23
"[[[1,1,7,3],[0,1,5,0]],[[1,1,7,3],[1,0,2,3]],[[3,7,1,1],[0,5,1,0]],[[3,7,1,1],[3,2,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,7,3]",0.03125,0.03125,3.5814557971677e-22,1.1192049366149062e-23
"[[[1,5,3,3],[0,5,1,0]],[[1,5,3,3],[1,0,2,3]],[[3,3,5,1],[0,1,5,0]],[[3,3,5,1],[3,2,0,1]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,3.581455797167493e-22,1.1192049366148416e-23
"[[[1,5,1,5],[0,5,1,0]],[[1,5,1,5],[1,0,0,5]],[[5,1,5,1],[0,1,5,0]],[[5,1,5,1],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,3.480435769774792e-22,1.0876361780546225e-23
"[[[1,1,5,5],[0,1,5,0]],[[1,1,5,5],[1,0,0,5]],[[5,5,1,1],[0,5,1,0]],[[5,5,1,1],[5,0,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,3.4804357697743104e-22,1.087636178054472e-23
"[[[3,1,5,3],[0,1,5,0]],[[3,1,5,3],[3,0,0,3]],[[3,5,1,3],[0,5,1,0]],[[3,5,1,3],[3,0,0,3]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,3.0189706767822754e-22,9.43428336494461e-24
"[[[1,3,7,1],[0,3,3,0]],[[1,3,7,1],[1,0,4,1]],[[1,7,3,1],[0,3,3,0]],[[1,7,3,1],[1,4,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,7,1]",0.03125,0.03125,2.9981353517945183e-22,9.36917297435787e-24
"[[[3,3,3,3],[0,3,3,0]],[[3,3,3,3],[3,0,0,3]]]",2,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,2.150762740834879e-22,6.721133565108997e-24
"[[[1,5,5,1],[0,1,5,0]],[[1,5,5,1],[0,5,1,0]],[[1,5,5,1],[1,0,4,1]],[[1,5,5,1],[1,4,0,1]]]",4,provisional_common_1_over_q_target,"[1,5,5,1]",0.03125,0.03125,2.1042029741920633e-22,6.575634294350198e-24
"[[[1,1,9,1],[0,1,5,0]],[[1,1,9,1],[1,0,4,1]],[[1,9,1,1],[0,5,1,0]],[[1,9,1,1],[1,4,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,9,1]",0.03125,0.03125,2.104202974191835e-22,6.575634294349484e-24
"[[[3,3,1,5],[1,2,1,2]],[[3,3,1,5],[2,1,0,3]],[[5,1,3,3],[2,1,2,1]],[[5,1,3,3],[3,0,1,2]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,1.5194701509116232e-22,4.748344221598823e-24
"[[[3,1,3,5],[1,0,1,4]],[[3,1,3,5],[2,1,2,1]],[[5,3,1,3],[1,2,1,2]],[[5,3,1,3],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,1.2366793013093764e-22,3.864622816591801e-24
"[[[3,1,1,7],[1,0,1,4]],[[3,1,1,7],[2,1,0,3]],[[7,1,1,3],[3,0,1,2]],[[7,1,1,3],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[3,1,1,7]",0.03125,0.03125,1.1130468494566869e-22,3.4782714045521465e-24
"[[[1,3,3,5],[0,1,2,3]],[[1,3,3,5],[1,2,1,2]],[[5,3,3,1],[2,1,2,1]],[[5,3,3,1],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,9.820693054985024e-23,3.06896657968282e-24
"[[[1,5,3,3],[0,3,2,1]],[[1,5,3,3],[1,2,1,2]],[[3,3,5,1],[1,2,3,0]],[[3,3,5,1],[2,1,2,1]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,9.196273352076339e-23,2.873835422523856e-24
"[[[3,1,3,5],[0,1,2,3]],[[3,1,3,5],[3,0,1,2]],[[5,3,1,3],[2,1,0,3]],[[5,3,1,3],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,8.838905488890024e-23,2.7621579652781324e-24
"[[[3,3,3,3],[1,2,1,2]],[[3,3,3,3],[2,1,2,1]]]",2,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,8.441231766214766e-23,2.6378849269421143e-24
"[[[1,3,1,7],[0,1,0,5]],[[1,3,1,7],[1,2,1,2]],[[7,1,3,1],[2,1,2,1]],[[7,1,3,1],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[1,3,1,7]",0.03125,0.03125,8.420575300308028e-23,2.6314297813462588e-24
"[[[3,3,3,3],[0,3,2,1]],[[3,3,3,3],[1,2,3,0]],[[3,3,3,3],[2,1,0,3]],[[3,3,3,3],[3,0,1,2]]]",4,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,8.276909842706606e-23,2.5865343258458144e-24
"[[[3,1,5,3],[1,0,3,2]],[[3,1,5,3],[2,1,2,1]],[[3,5,1,3],[1,2,1,2]],[[3,5,1,3],[2,3,0,1]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,8.269673019767305e-23,2.5842728186772827e-24
"[[[3,1,1,7],[0,1,0,5]],[[3,1,1,7],[3,0,1,2]],[[7,1,1,3],[2,1,0,3]],[[7,1,1,3],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[3,1,1,7]",0.03125,0.03125,7.578759342631142e-23,2.368362294572232e-24
"[[[3,1,3,5],[1,0,3,2]],[[3,1,3,5],[2,1,0,3]],[[5,3,1,3],[2,3,0,1]],[[5,3,1,3],[3,0,1,2]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,7.442942960995473e-23,2.3259196753110852e-24
"[[[1,1,3,7],[0,1,2,3]],[[1,1,3,7],[1,0,1,4]],[[7,3,1,1],[3,2,1,0]],[[7,3,1,1],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,3,7]",0.03125,0.03125,7.193883642780285e-23,2.248088638368839e-24
"[[[1,3,5,3],[0,1,4,1]],[[1,3,5,3],[1,2,1,2]],[[3,5,3,1],[1,4,1,0]],[[3,5,3,1],[2,1,2,1]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,6.951676282993438e-23,2.1723988384354494e-24
"[[[5,1,1,5],[2,1,0,3]],[[5,1,1,5],[3,0,1,2]]]",2,provisional_common_1_over_q_target,"[5,1,1,5]",0.03125,0.03125,6.837833634498901e-23,2.1368230107809065e-24
"[[[1,3,3,5],[0,3,2,1]],[[1,3,3,5],[1,0,1,4]],[[5,3,3,1],[1,2,3,0]],[[5,3,3,1],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,6.736481842130449e-23,2.1051505756657652e-24
"[[[3,1,5,3],[0,1,4,1]],[[3,1,5,3],[3,0,1,2]],[[3,5,1,3],[1,4,1,0]],[[3,5,1,3],[2,1,0,3]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,6.256708086765874e-23,1.9552212771143356e-24
"[[[3,3,1,5],[1,0,1,4]],[[3,3,1,5],[2,3,0,1]],[[5,1,3,3],[1,0,3,2]],[[5,1,3,3],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,6.057725777082667e-23,1.8930393053383335e-24
"[[[1,3,5,3],[0,1,2,3]],[[1,3,5,3],[1,2,3,0]],[[3,5,3,1],[0,3,2,1]],[[3,5,3,1],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,5.34956155343093e-23,1.6717379854471656e-24
"[[[1,1,5,5],[0,1,4,1]],[[1,1,5,5],[1,0,1,4]],[[5,5,1,1],[1,4,1,0]],[[5,5,1,1],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,5.0922628395127354e-23,1.5913321373477298e-24
"[[[3,3,1,5],[0,1,0,5]],[[3,3,1,5],[3,2,1,0]],[[5,1,3,3],[0,1,2,3]],[[5,1,3,3],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,4.8983304605844297e-23,1.5307282689326343e-24
"[[[1,1,5,5],[0,1,2,3]],[[1,1,5,5],[1,0,3,2]],[[5,5,1,1],[2,3,0,1]],[[5,5,1,1],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,4.810549137926049e-23,1.5032966056018903e-24
"[[[3,3,1,5],[1,1,1,3]],[[3,3,1,5],[2,2,0,2]],[[5,1,3,3],[2,0,2,2]],[[5,1,3,3],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,4.795079151612302e-23,1.4984622348788443e-24
"[[[3,1,3,5],[1,1,1,3]],[[3,1,3,5],[2,0,2,2]],[[5,3,1,3],[2,2,0,2]],[[5,3,1,3],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,4.795079151612263e-23,1.4984622348788322e-24
"[[[1,5,1,5],[0,3,0,3]],[[1,5,1,5],[1,2,1,2]],[[5,1,5,1],[2,1,2,1]],[[5,1,5,1],[3,0,3,0]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,4.73146434192872e-23,1.478582606852725e-24
"[[[1,3,3,5],[0,1,0,5]],[[1,3,3,5],[1,2,3,0]],[[5,3,3,1],[0,3,2,1]],[[5,3,3,1],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,4.58688461518225e-23,1.4334014422444531e-24
"[[[5,1,1,5],[1,0,1,4]],[[5,1,1,5],[4,1,0,1]]]",2,provisional_common_1_over_q_target,"[5,1,1,5]",0.03125,0.03125,4.5294802246829107e-23,1.4154625702134096e-24
"[[[1,3,5,3],[0,3,2,1]],[[1,3,5,3],[1,0,3,2]],[[3,5,3,1],[1,2,3,0]],[[3,5,3,1],[2,3,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,4.5046846081306325e-23,1.4077139400408227e-24
"[[[3,3,1,5],[0,3,0,3]],[[3,3,1,5],[3,0,1,2]],[[5,1,3,3],[2,1,0,3]],[[5,1,3,3],[3,0,3,0]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,4.2584536455983724e-23,1.3307667642494914e-24
"[[[1,1,3,7],[0,1,0,5]],[[1,1,3,7],[1,0,3,2]],[[7,3,1,1],[2,3,0,1]],[[7,3,1,1],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,3,7]",0.03125,0.03125,4.1247181868924526e-23,1.2889744334038914e-24
"[[[1,5,3,3],[0,1,2,3]],[[1,5,3,3],[1,4,1,0]],[[3,3,5,1],[0,1,4,1]],[[3,3,5,1],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,4.043857631419637e-23,1.2637055098186365e-24
"[[[5,1,1,5],[1,1,1,3]],[[5,1,1,5],[2,0,0,4]],[[5,1,1,5],[3,1,1,1]],[[5,1,1,5],[4,0,0,2]]]",4,provisional_common_1_over_q_target,"[5,1,1,5]",0.03125,0.03125,4.042731248481144e-23,1.2633535151503574e-24
"[[[3,1,1,7],[1,1,1,3]],[[3,1,1,7],[2,0,0,4]],[[7,1,1,3],[3,1,1,1]],[[7,1,1,3],[4,0,0,2]]]",4,provisional_common_1_over_q_target,"[3,1,1,7]",0.03125,0.03125,4.042731248481042e-23,1.2633535151503256e-24
"[[[3,3,3,3],[0,2,2,2]],[[3,3,3,3],[1,1,1,3]],[[3,3,3,3],[2,2,2,0]],[[3,3,3,3],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,4.012576489285051e-23,1.2539301529015784e-24
"[[[1,3,3,5],[0,2,2,2]],[[1,3,3,5],[1,1,1,3]],[[5,3,3,1],[2,2,2,0]],[[5,3,3,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,4.012576489285029e-23,1.2539301529015716e-24
"[[[1,3,7,1],[0,1,4,1]],[[1,3,7,1],[1,2,3,0]],[[1,7,3,1],[0,3,2,1]],[[1,7,3,1],[1,4,1,0]]]",4,provisional_common_1_over_q_target,"[1,3,7,1]",0.03125,0.03125,3.7867409119908983e-23,1.1833565349971557e-24
"[[[1,5,1,5],[0,1,0,5]],[[1,5,1,5],[1,4,1,0]],[[5,1,5,1],[0,1,4,1]],[[5,1,5,1],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,3.4673324477679275e-23,1.0835413899274773e-24
"[[[1,3,1,7],[0,3,0,3]],[[1,3,1,7],[1,0,1,4]],[[7,1,3,1],[3,0,3,0]],[[7,1,3,1],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[1,3,1,7]",0.03125,0.03125,3.465906504273405e-23,1.083095782585439e-24
"[[[1,1,7,3],[0,1,4,1]],[[1,1,7,3],[1,0,3,2]],[[3,7,1,1],[1,4,1,0]],[[3,7,1,1],[2,3,0,1]]]",4,provisional_common_1_over_q_target,"[1,1,7,3]",0.03125,0.03125,3.4051955562688524e-23,1.0641236113340164e-24
"[[[1,7,1,3],[0,5,0,1]],[[1,7,1,3],[1,2,1,2]],[[3,1,7,1],[1,0,5,0]],[[3,1,7,1],[2,1,2,1]]]",4,provisional_common_1_over_q_target,"[1,7,1,3]",0.03125,0.03125,3.39857866366989e-23,1.0620558323968406e-24
"[[[3,3,3,3],[1,1,3,1]],[[3,3,3,3],[1,3,1,1]],[[3,3,3,3],[2,0,2,2]],[[3,3,3,3],[2,2,0,2]]]",4,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,3.216429457143553e-23,1.0051342053573603e-24
"[[[3,1,5,3],[1,1,3,1]],[[3,1,5,3],[2,0,2,2]],[[3,5,1,3],[1,3,1,1]],[[3,5,1,3],[2,2,0,2]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,3.216429457143532e-23,1.0051342053573537e-24
"[[[3,1,5,3],[1,0,5,0]],[[3,1,5,3],[2,1,0,3]],[[3,5,1,3],[0,5,0,1]],[[3,5,1,3],[3,0,1,2]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,3.05881829689052e-23,9.558807177782875e-25
"[[[3,3,1,5],[0,2,0,4]],[[3,3,1,5],[3,1,1,1]],[[5,1,3,3],[1,1,1,3]],[[5,1,3,3],[4,0,2,0]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,3.015483822982985e-23,9.423386946821829e-25
"[[[1,3,1,7],[0,2,0,4]],[[1,3,1,7],[1,1,1,3]],[[7,1,3,1],[3,1,1,1]],[[7,1,3,1],[4,0,2,0]]]",4,provisional_common_1_over_q_target,"[1,3,1,7]",0.03125,0.03125,3.0154838229829663e-23,9.42338694682177e-25
"[[[3,3,3,3],[0,1,2,3]],[[3,3,3,3],[3,2,1,0]]]",2,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,2.856396280517762e-23,8.926238376618007e-25
"[[[3,1,5,3],[0,1,2,3]],[[3,1,5,3],[3,0,3,0]],[[3,5,1,3],[0,3,0,3]],[[3,5,1,3],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[3,1,5,3]",0.03125,0.03125,2.752338775278344e-23,8.601058672744825e-25
"[[[3,3,1,5],[1,3,1,1]],[[3,3,1,5],[2,0,0,4]],[[5,1,3,3],[1,1,3,1]],[[5,1,3,3],[4,0,0,2]]]",4,provisional_common_1_over_q_target,"[3,3,1,5]",0.03125,0.03125,2.711771685887034e-23,8.474286518396981e-25
"[[[3,1,3,5],[1,1,3,1]],[[3,1,3,5],[2,0,0,4]],[[5,3,1,3],[1,3,1,1]],[[5,3,1,3],[4,0,0,2]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,2.7117716858869794e-23,8.47428651839681e-25
"[[[1,5,3,3],[0,2,2,2]],[[1,5,3,3],[1,3,1,1]],[[3,3,5,1],[1,1,3,1]],[[3,3,5,1],[2,2,2,0]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,2.69154456289601e-23,8.411076759050031e-25
"[[[1,3,5,3],[0,2,2,2]],[[1,3,5,3],[1,1,3,1]],[[3,5,3,1],[1,3,1,1]],[[3,5,3,1],[2,2,2,0]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,2.691544562895998e-23,8.411076759049994e-25
"[[[1,5,3,3],[0,3,0,3]],[[1,5,3,3],[1,2,3,0]],[[3,3,5,1],[0,3,2,1]],[[3,3,5,1],[3,0,3,0]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,2.5773394599816834e-23,8.054185812442761e-25
"[[[1,5,5,1],[0,3,2,1]],[[1,5,5,1],[1,2,3,0]]]",2,provisional_common_1_over_q_target,"[1,5,5,1]",0.03125,0.03125,2.504712757219292e-23,7.827227366310288e-25
"[[[1,5,1,5],[0,5,0,1]],[[1,5,1,5],[1,0,1,4]],[[5,1,5,1],[1,0,5,0]],[[5,1,5,1],[4,1,0,1]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,2.4895370744597496e-23,7.779803357686717e-25
"[[[3,1,3,5],[0,1,0,5]],[[3,1,3,5],[3,0,3,0]],[[5,3,1,3],[0,3,0,3]],[[5,3,1,3],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,2.35994300804029e-23,7.374821900125906e-25
"[[[1,3,3,5],[0,3,0,3]],[[1,3,3,5],[1,0,3,2]],[[5,3,3,1],[2,3,0,1]],[[5,3,3,1],[3,0,3,0]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,2.3176512679625993e-23,7.242660212383123e-25
"[[[5,1,1,5],[0,1,0,5]],[[5,1,1,5],[5,0,1,0]]]",2,provisional_common_1_over_q_target,"[5,1,1,5]",0.03125,0.03125,2.0999923456638757e-23,6.562476080199612e-25
"[[[1,1,3,7],[0,0,2,4]],[[1,1,3,7],[1,1,1,3]],[[7,3,1,1],[3,1,1,1]],[[7,3,1,1],[4,2,0,0]]]",4,provisional_common_1_over_q_target,"[1,1,3,7]",0.03125,0.03125,2.0596648394091207e-23,6.436452623153502e-25
"[[[3,1,3,5],[0,0,2,4]],[[3,1,3,5],[3,1,1,1]],[[5,3,1,3],[1,1,1,3]],[[5,3,1,3],[4,2,0,0]]]",4,provisional_common_1_over_q_target,"[3,1,3,5]",0.03125,0.03125,2.0596648393898008e-23,6.436452623093128e-25
"[[[3,3,3,3],[1,0,3,2]],[[3,3,3,3],[2,3,0,1]]]",2,provisional_common_1_over_q_target,"[3,3,3,3]",0.03125,0.03125,2.025400254004901e-23,6.329375793765316e-25
"[[[1,5,1,5],[0,2,0,4]],[[1,5,1,5],[1,3,1,1]],[[5,1,5,1],[1,1,3,1]],[[5,1,5,1],[4,0,2,0]]]",4,provisional_common_1_over_q_target,"[1,5,1,5]",0.03125,0.03125,2.022717600505322e-23,6.320992501579131e-25
"[[[1,3,3,5],[0,2,0,4]],[[1,3,3,5],[1,1,3,1]],[[5,3,3,1],[1,3,1,1]],[[5,3,3,1],[4,0,2,0]]]",4,provisional_common_1_over_q_target,"[1,3,3,5]",0.03125,0.03125,2.022717600505312e-23,6.3209925015791e-25
"[[[1,1,7,3],[0,1,2,3]],[[1,1,7,3],[1,0,5,0]],[[3,7,1,1],[0,5,0,1]],[[3,7,1,1],[3,2,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,7,3]",0.03125,0.03125,1.9769862268580586e-23,6.178081958931433e-25
"[[[1,7,1,3],[0,3,0,3]],[[1,7,1,3],[1,4,1,0]],[[3,1,7,1],[0,1,4,1]],[[3,1,7,1],[3,0,3,0]]]",4,provisional_common_1_over_q_target,"[1,7,1,3]",0.03125,0.03125,1.9482706647844705e-23,6.08834582745147e-25
"[[[1,3,7,1],[0,3,2,1]],[[1,3,7,1],[1,0,5,0]],[[1,7,3,1],[0,5,0,1]],[[1,7,3,1],[1,2,3,0]]]",4,provisional_common_1_over_q_target,"[1,3,7,1]",0.03125,0.03125,1.8512854086452804e-23,5.785266902016501e-25
"[[[1,3,5,3],[0,2,4,0]],[[1,3,5,3],[1,1,1,3]],[[3,5,3,1],[0,4,2,0]],[[3,5,3,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,3,5,3]",0.03125,0.03125,1.818395799341352e-23,5.682486872941725e-25
"[[[1,5,3,3],[0,4,2,0]],[[1,5,3,3],[1,1,1,3]],[[3,3,5,1],[0,2,4,0]],[[3,3,5,1],[3,1,1,1]]]",4,provisional_common_1_over_q_target,"[1,5,3,3]",0.03125,0.03125,1.818395799341348e-23,5.682486872941713e-25
"[[[1,1,5,5],[0,1,0,5]],[[1,1,5,5],[1,0,5,0]],[[5,5,1,1],[0,5,0,1]],[[5,5,1,1],[5,0,1,0]]]",4,provisional_common_1_over_q_target,"[1,1,5,5]",0.03125,0.03125,1.6951310154730438e-23,5.297284423353262e-25
